ISBN,book_id
0451450957,7886
0441569595,7889
0843948302,7890
0375505148,7892
0425147363,7894
0671731424,7895
034068948X,7896
0385333919,7899
0449001245,7900
0061099570,7901
0380820293,7905
8817106100,7909
0679889175,7910
0679801111,7911
0373250134,7923
0373153260,7926
068480154X,7929
0140430059,7930
0553569619,7931
0446613843,7934
0679436448,7935
0553580930,7936
0671024094,7940
0060975849,7956
059043411X,7957
0345301110,7967
014045022X,7970
0312980140,7971
0141301155,7973
0525934960,7974
0140189645,7975
0385324138,7979
0764221760,7990
044022425X,7991
0440217563,7994
0385319959,7995
0446611778,7998
1853260363,7999
0571216420,8008
0373441762,8021
0373250479,8023
0312303467,8024
014023313X,8028
0425141233,8030
0671016776,8032
0373250428,8034
0743418700,8038
0425185508,8041
0525947914,8044
0345452593,8045
076791404X,8047
0440225442,8052
0375759093,8054
0590136011,8074
0380709562,8083
038070952X,8085
0679730346,8100
0312204264,8102
006001203X,8109
0375713344,8110
3596200261,8116
0140293450,8120
037540256X,8123
0440207622,8124
0671759329,8127
0399142495,8128
0385306059,8129
1400042070,8141
0375506039,8144
0345435028,8145
0345453816,8146
0345464958,8147
0743412753,8148
0553583956,8149
0446612804,8150
1401300316,8152
0671729411,8158
043912042X,8160
0425128458,8179
0553568701,8180
0688162827,8187
0060083948,8188
0849942845,8193
2070360024,8196
0553213695,8201
074320395X,8210
0316788228,8212
0192815326,8219
0375421815,8226
0451519841,8227
006091307X,8229
0140067779,8230
0061095869,8234
0441172717,8238
8466303316,8239
0375803483,8241
0374266441,8244
0446342963,8266
0553569902,8270
0553574116,8271
3442413508,8272
0385479484,8273
1573223328,8278
0399142614,8279
0375703128,8280
0743246071,8290
0743417682,8291
0385507593,8292
0345441036,8293
0553281747,8299
006109398X,8302
157322202X,8305
0879516283,8306
037541200X,8308
0380732033,8309
0553278274,8310
0553571885,8311
014034294X,8312
0446671444,8316
0738841943,8350
0385333137,8353
034538430X,8354
0553576801,8355
1551668637,8356
1551666952,8358
0553285785,8359
0373484410,8360
0061031089,8365
0446608378,8367
0449001962,8368
0385323921,8370
1551668440,8371
0451201906,8373
0451193288,8379
0553578022,8380
0449219364,8381
0440215900,8385
0590434985,8396
0671739670,8397
0393307069,8400
0515137057,8406
0743227441,8407
0671024108,8411
0345433491,8412
0671793888,8413
1558743316,8416
0345381432,8417
0671452177,8421
0553275976,8423
0140092323,8425
0345387813,8427
0553564404,8432
0553562398,8436
0553287532,8437
0425191583,8443
0449207145,8445
0684717603,8448
0671434225,8450
0671742949,8453
0553582127,8454
0425132625,8456
0440225817,8457
0312982615,8458
0553578308,8463
0553578359,8465
0440901588,8469
0425146421,8470
068419337X,8473
0380792028,8476
0821770195,8477
0517593343,8478
051513225X,8481
0515129933,8483
051512088X,8484
0345387805,8485
0345316002,8486
0441003583,8487
0441004326,8489
0425179648,8492
0671657860,8499
0515103292,8500
3404142942,8503
0345422406,8527
0312194560,8528
0140345353,8531
0671644475,8532
0671769316,8548
1551668122,8554
1860461670,8557
0375410198,8558
0451190548,8560
0671553046,8561
043942089X,8564
0425176045,8569
0061094234,8581
0061099805,8583
0061093491,8584
0061090808,8585
157566691X,8587
1551668254,8592
0151004218,8593
0140318909,8602
0553269216,8603
0440220653,8607
0064405842,8609
0060987324,8623
0192823507,8625
0880015829,8637
0449225313,8638
0765349671,8641
0425192733,8643
0060525460,8644
0553575104,8650
0895771845,8651
0451403703,8652
0812589718,8655
0345327454,8659
0688084923,8664
0440235146,8665
0671496107,8670
055321246X,8672
0671522647,8677
0525941908,8681
0767915054,8682
0842365826,8685
0452284449,8689
0446610542,8691
0679750169,8692
0671759299,8694
0440910099,8695
0553269151,8698
0440111498,8705
0553286587,8708
0778320065,8711
0515121495,8712
0743456351,8713
0425132951,8717
0380759470,8718
0811833615,8727
0811821706,8728
1558747613,8729
0679755330,8730
0451525795,8733
0451188454,8734
3499136457,8735
1558745718,8741
0425176932,8743
0440219507,8750
8806142100,8753
2253006629,8757
0425117383,8760
0060090375,8768
1582343047,8769
0399139745,8780
0679762671,8781
0140143505,8783
0345413881,8785
0553289691,8786
0140042407,8788
0812550757,8793
067087311X,8794
0679721886,8795
0394575202,8796
0451187849,8797
0451163966,8798
0449911659,8799
0553571338,8800
0525946829,8808
0590060198,8813
3423202327,8839
3442421357,8840
0312986343,8842
0425125467,8854
0446530077,8861
0373711735,8876
0875421245,8888
0875420508,8890
0451128370,8898
0451170385,8899
0451206339,8901
0156006847,8902
0395926882,8903
0446527297,8904
0786867906,8905
0425151875,8906
0373218958,8910
0425182843,8913
0812550749,8916
0671720996,8917
0670031720,8920
0679742115,8923
0345463153,8925
0312991460,8927
0142001325,8928
0385501412,8930
006016848X,8932
0156007185,8935
0451182960,8936
0449002985,8937
0395859972,8940
0671727583,8941
0060176156,8943
0440159008,8944
0440212561,8947
0821769278,8953
0486264645,8956
0451402065,8957
0515133302,8958
1551668432,8960
0821767852,8962
0771014899,8965
0006480764,8968
0684801051,8976
039914840X,8977
0684801523,8982
0446532452,8987
0140449124,8990
0446520659,8996
0061091561,8999
0060191872,9001
0061030996,9002
0140430148,9003
0020198817,9006
0140001409,9007
0743444965,9013
0812520475,9017
0425173534,9019
042510107X,9020
0425108937,9021
1576734013,9023
0451203267,9024
0312140908,9025
043936213X,9027
0345432401,9028
0671798782,9034
0061061433,9043
0060973617,9046
0452283027,9057
0425187055,9075
1589199669,9078
0446607258,9085
068817776X,9091
0375760903,9092
1573229377,9108
0375726349,9112
0399151648,9119
0373250274,9131
0345469674,9132
0312966806,9134
0446692298,9135
1573227161,9136
0451188543,9146
1551667436,9147
0446613053,9154
0380819651,9155
0451207475,9156
075820230X,9158
055357258X,9159
0060525010,9161
0451192311,9163
0688177859,9168
0446607274,9170
0679731806,9172
0553211439,9176
0553296345,9184
0553573136,9186
0140440038,9188
0385302320,9195
0805063196,9197
0140075623,9198
0743217713,9199
0609810103,9200
0060916338,9202
0451204530,9203
0451205987,9208
006098824X,9213
0060505885,9217
0679401385,9218
0515116068,9220
0670818577,9230
0312926294,9242
0679879242,9255
0451203054,9258
0451184734,9259
0316779989,9260
0671568183,9261
0446603716,9262
0380726289,9263
0440193613,9264
0743418166,9266
0440235774,9267
0061094404,9268
0515133418,9269
0743460529,9270
0140386335,9271
0373825013,9273
0373825021,9274
0449148408,9275
0345359321,9277
0140131612,9281
0446609951,9285
0451157443,9286
0060175680,9289
0671867083,9290
0446605360,9291
0671741209,9292
0671880314,9294
038550120X,9295
0451209486,9297
0446513067,9298
0380977737,9313
038549730X,9317
0812967240,9319
1551665301,9331
0064404773,9334
0380756234,9337
0446603856,9338
0684852047,9341
0812589041,9344
1588720020,9355
0060937866,9359
0060198125,9360
0345452569,9362
0061091464,9367
0912670096,9369
0743203968,9372
0385247958,9373
0670825379,9376
0449217191,9377
0151009988,9379
0440127793,9381
0156106809,9382
0765108674,9383
014230218X,9385
0385502532,9391
0743236742,9396
1400060737,9398
0375413596,9400
034543739X,9401
0553268937,9402
0060192704,9404
0890877033,9405
0684835975,9406
0380722704,9408
0553263226,9415
0671525425,9416
0373218397,9421
0060934425,9445
1566190304,9449
0425179885,9450
0020442203,9454
0553211374,9455
0425175111,9458
0671001132,9459
0671793535,9460
0671868691,9461
0671793543,9462
0671025341,9463
0446601977,9467
0393307050,9468
0452282934,9474
0679722637,9478
0375414053,9483
1400046610,9484
0312868855,9485
0441001971,9489
0684810395,9490
0399143874,9491
0070064601,9492
0373218419,9500
0440222842,9501
0399141227,9504
3810505153,9508
3548359698,9511
0553379011,9512
0440418321,9517
0316789976,9518
0671519816,9524
042518109X,9525
0061097861,9526
0446609145,9528
0553575406,9529
0380797631,9530
0553213237,9533
0679433740,9535
0375703063,9537
0553351672,9542
1573222127,9545
0451523326,9546
3492224466,9547
0140434003,9548
038079439X,9550
0553577905,9551
0451402391,9552
0525945814,9568
0060934913,9571
0899193625,9573
0060974486,9574
0679736042,9575
0679441247,9576
0156005891,9578
076790592X,9580
0618526412,9582
0060652934,9584
0688174035,9588
0670032891,9592
1931520003,9594
0380807939,9612
0446602736,9613
0425098400,9614
0446360589,9616
0385315090,9617
0385311923,9619
0440500729,9620
0385297661,9621
0385306024,9622
0345362721,9623
0446802204,9624
0446329894,9625
0399144587,9626
0786889551,9629
0786889667,9631
044023574X,9635
0374503486,9661
0140386351,9672
0553580221,9692
0679781358,9694
0553272616,9698
0743427084,9700
0449212750,9718
0425127230,9719
0671884298,9721
0064471047,9728
0330491482,9730
0767904141,9731
0060191538,9735
0425166929,9737
0312958129,9740
0385336314,9741
0590477331,9743
0345368754,9751
0553213164,9754
0446603929,9755
0553213180,9758
0440177049,9765
0812551699,9770
0446518581,9772
0971181802,9773
0380712040,9774
0743225724,9776
0375756981,9786
0140440372,9790
0140258795,9795
0877799156,9805
0024182001,9810
067972754X,9818
0385509472,9830
0060988649,9831
0380725711,9833
0595256368,9844
0061099708,9846
0425182886,9847
0425179559,9848
0425174018,9849
0425157474,9850
0425152901,9851
0425147746,9852
0425141551,9853
0425137937,9854
0425132935,9855
0440111323,9859
0440109930,9861
0440180953,9862
0440122147,9863
0340750626,9866
0440157587,9868
0440129613,9869
0449215156,9875
3746618363,9877
0385302304,9885
0515117234,9888
0451158237,9890
0452281881,9892
0060163747,9895
0684195488,9897
0440220424,9910
0679405135,9911
074321689X,9914
0553057758,9915
0871134799,9919
0689817851,9922
006105691X,9934
0345389980,9938
0373250207,9939
0671023934,9940
0671003941,9944
0802131786,9950
8423307328,9958
1558745041,9960
0821772341,9972
0440237025,9973
0425180298,9978
0312306326,9981
0061031550,9984
0451169522,9987
0805054081,9988
0060927216,9989
0374172897,9994
3404144783,10000
039480967X,10038
0394800389,10039
0064430227,10042
1853261580,10048
0061093335,10060
1551669021,10064
0618015841,10067
0681403225,10068
0440324971,10070
0446602450,10074
0061092193,10076
0061031321,10077
0446359750,10078
0440208513,10081
0061054895,10083
0688177867,10084
0767916069,10086
0140179836,10092
0553580906,10093
044022103X,10095
0553581554,10096
0451179803,10098
0451203593,10099
0764223305,10100
0451207505,10101
0812507436,10105
2070361039,10123
2290045764,10132
3257231180,10146
0451180232,10150
0671625837,10153
0517693119,10154
0399145702,10169
0590483447,10171
0451137965,10173
0553266578,10174
0449219550,10175
0425128164,10176
0425107469,10177
0451162145,10178
042510687X,10179
0440198577,10181
0553262645,10182
044018293X,10183
0553573616,10185
0515101230,10186
0515129941,10187
0671039946,10193
0671039954,10194
0671039962,10195
0671002031,10201
0786014245,10203
0142000221,10206
014014773X,10207
0812925300,10209
0140041796,10213
052594544X,10214
0812551478,10216
0765346524,10217
0345434676,10218
055357339X,10221
0553209671,10222
0440204208,10223
346202261X,10233
0312871996,10236
0006547834,10251
9726101794,10256
0345410017,10258
8423309177,10269
8440694539,10278
8432215007,10280
0486270513,10287
0553274325,10288
8420634093,10289
034910171X,10292
0385494238,10293
0786861347,10297
0425105334,10301
0553580191,10303
0440442508,10304
0064400859,10305
0064400565,10306
0439049962,10307
0590846280,10308
0345379365,10314
0345307615,10316
0804119368,10319
0375758232,10321
0451172817,10325
0671886665,10326
0440487617,10327
0590109960,10328
044021985X,10331
0767915062,10333
1583224890,10340
074322423X,10346
0312981589,10348
0060958014,10360
8472237966,10378
051513595X,10382
044021680X,10383
0440120500,10387
0743211375,10388
0446606251,10389
3426615355,10393
0446515078,10394
0446300152,10396
0671720147,10397
0060511508,10398
0767906039,10413
067943853X,10422
0425130711,10429
0449213013,10437
0385317093,10438
0451168089,10439
080411868X,10440
0439420105,10441
1591822580,10449
1591821533,10451
1591820073,10454
1591820065,10455
0812511751,10456
0345418263,10458
1931514925,10459
0887621112,10462
0671876821,10465
067172262X,10467
0764226312,10468
055314300X,10481
0060925752,10485
038531177X,10486
1582341400,10488
0689859368,10496
0440414857,10498
042518045X,10499
0425145638,10504
140003065X,10505
0671708376,10506
0671742647,10507
0671883410,10508
0553260960,10511
0553801376,10512
0671733893,10513
0807508527,10518
037582233X,10520
0380769557,10528
0671028383,10529
0671011367,10530
0091882087,10531
0515136549,10534
0380814811,10535
0671019716,10536
0671034057,10537
0671568841,10539
0553581643,10541
0671027573,10544
055358068X,10547
0553569910,10551
2253137243,10565
0553578685,10568
0743418204,10570
0786863137,10571
0553574639,10572
0060512822,10573
006097673X,10574
0609608339,10578
0871138433,10579
0786866845,10584
037570745X,10586
0312989393,10588
0836218310,10591
0552146986,10592
0330335278,10597
0440501601,10601
0312135866,10607
0679450742,10615
0060391626,10616
0374527229,10617
0312253435,10618
0385337477,10619
0312986319,10621
0312989385,10622
0345409329,10623
0446603104,10626
0553803220,10627
0446519790,10631
0340672250,10638
0330253603,10641
044011585X,10643
0440200563,10644
0671774662,10645
0425080021,10647
042511984X,10649
0060393823,10650
0061093998,10659
0812508645,10660
0671743058,10661
0812580346,10664
0316235024,10674
0060952970,10675
0743203631,10678
1567187072,10679
0931432820,10687
0060922583,10696
0140620842,10709
0553278002,10711
080411109X,10715
0425081818,10716
0451206460,10718
0552999954,10719
0140287248,10720
0060652926,10725
0786865482,10726
0553089218,10732
0312983379,10733
0448060043,10740
0553213172,10741
0671722905,10742
0397306938,10743
0060931418,10751
051720679X,10752
0679455884,10754
044990945X,10759
0515136557,10760
0449204324,10761
3257227264,10767
3442429552,10768
3492235816,10771
3596144868,10778
3442447038,10782
3423201509,10786
0020198906,10788
0140089225,10793
0385425473,10795
0061097152,10798
0743448642,10803
0385319525,10810
0821769367,10812
0440221919,10820
0316287555,10832
0451458311,10840
051512558X,10843
0743211995,10844
0515132136,10851
0805059555,10860
0805036504,10861
0671024183,10865
0451173392,10875
0679434046,10876
1568846444,10877
3442427983,10882
0380782332,10895
0553278215,10899
0743428625,10900
0425177351,10913
0312974256,10918
1893010023,10924
0679425268,10927
0446608815,10928
0515128546,10929
0440984696,10930
0515114006,10931
0375401601,10932
0140178406,10936
0399149392,10937
0312875681,10938
0385413041,10939
0451523385,10942
0140440224,10943
0380789590,10946
0316769495,10947
0670880728,10950
0385472943,10951
0679452354,10952
0142003727,10953
2264002190,10958
0671047515,10962
0553581767,10963
039308700X,10964
0553801341,10965
0671039725,10967
0345389425,10968
0345422317,10970
0671722891,10973
0451142934,10978
0786862564,10980
0451408462,10995
0440173922,10997
0061031992,10998
1551668084,11002
051513306X,11006
0671042513,11012
0451408020,11016
0060531231,11019
0425104346,11025
0440237556,11030
0373226144,11035
0152017682,11046
0515134511,11049
0446520802,11054
0425168468,11057
0515130966,11063
1551667339,11064
0060152583,11068
0375757147,11075
0440206146,11076
0684195976,11091
0425092917,11099
0449911519,11100
0440236754,11101
0451173317,11103
0451160525,11104
0684813467,11113
0020199600,11120
0743211227,11122
0553560441,11123
0449217264,11129
0345298349,11130
0345372050,11131
0425195473,11146
0140276904,11172
3404148665,11175
1551666650,11178
1558745157,11179
034536208X,11194
0553230212,11195
1563890895,11205
1878424483,11208
0679445358,11210
1904492355,11218
0440118700,11219
0553800949,11224
0349105715,11227
006050918X,11238
0140124381,11239
0140441654,11243
0345418271,11251
0312955006,11255
0440236169,11256
0679723110,11264
0140430350,11265
037325024X,11266
0743463544,11267
1400060222,11269
0061057908,11270
0061044431,11272
0802140149,11273
0441003389,11276
0061057894,11278
078670621X,11280
0393315606,11281
0060936231,11282
0786864400,11284
0140178139,11285
8434850915,11296
1400060117,11301
0449908798,11303
0743255224,11304
0399146113,11305
0446675059,11307
0375411550,11310
0679774025,11311
0385318804,11314
0380652277,11315
0452284937,11317
1573222267,11318
0316781010,11319
0865472807,11320
0345460359,11321
0064405109,11331
0064400018,11333
1561797111,11334
0380698714,11338
0385314280,11358
0345285859,11359
0804102988,11361
059050214X,11365
059042243X,11378
0440430712,11388
0380750260,11390
0312983336,11409
0425154882,11411
0345404769,11415
0425158594,11416
0099282194,11417
0380806576,11418
0448095017,11421
0446359688,11424
0449902927,11426
1558745017,11427
0671501283,11428
0440221099,11432
0385319207,11433
0449907635,11434
0671002783,11438
0671722794,11439
0385323905,11442
034540727X,11443
157322930X,11447
0060915188,11450
0156008661,11452
0425163407,11454
0671873199,11455
0451525027,11459
9074336329,11462
0515099546,11464
0812542835,11465
0425180905,11470
0553575937,11476
0855616539,11484
0743410181,11485
0671502522,11486
0671744623,11491
038073320X,11494
0061044636,11495
0330294911,11511
3792000261,11514
3257229305,11515
0451458915,11520
0451458559,11521
0451457935,11523
0451457730,11524
0142002798,11525
0451160533,11528
0395927218,11530
006039384X,11532
037576092X,11533
0515133876,11535
0515134503,11536
0515134457,11537
0515134473,11538
0515134465,11540
051513452X,11542
0515134481,11544
051513449X,11546
0743427149,11549
081257558X,11557
1853260339,11566
0553212737,11572
0345434110,11575
0446531413,11583
055356983X,11587
0330352695,11588
1860499627,11589
0345260791,11593
0684849690,11606
0515131679,11609
0425195449,11610
0446613851,11611
034544227X,11612
2290311782,11620
1550544683,11622
0141301104,11628
0399148248,11633
0425174344,11637
0671027581,11638
1573229725,11649
0786889306,11650
0671534726,11653
0671873202,11654
0671007637,11655
0671534734,11656
0671534742,11658
0425136981,11660
0689848919,11669
0671673653,11672
1558746692,11673
0140378278,11674
0380599236,11678
0440224780,11679
0446671002,11680
0590483404,11681
0590453653,11683
0679419454,11692
038097729X,11723
0439531640,11726
0812971043,11728
1551669323,11732
033035566X,11734
0385509510,11740
0804115761,11753
8807813025,11766
3462027697,11768
0316152196,11775
0312185863,11776
0449219399,11791
0553565079,11795
0441001416,11808
0671025325,11809
0553564927,11819
0451410378,11823
1573227889,11824
0373240007,11827
0553285920,11836
0679454748,11838
0345430514,11840
0061097853,11842
0553271369,11850
0140390227,11854
0743430344,11858
0671867091,11871
038072751X,11874
0590487922,11881
0590554093,11882
0886778905,11884
0425147517,11885
0345386108,11886
0515130095,11895
0671795554,11898
0886775981,11899
0515130044,11900
1551665204,11901
038072118X,11905
0446608009,11907
0553576798,11908
0684871483,11910
0446525537,11911
0375507639,11915
0670894605,11916
038550117X,11917
1400030927,11923
0395585686,11928
038549744X,11933
0345446666,11948
0449207668,11949
0385423977,11958
0061008079,11965
0553255762,11967
067154683X,11969
0671690094,11970
0156004801,11980
1853260975,11982
0446611921,11991
006103018X,11992
0525945725,11993
0812967224,11998
0380710722,12000
0006550576,12001
0743205820,12004
0679776591,12006
0679777423,12011
0679435549,12018
340411566X,12034
345307565X,12035
0670853097,12040
1862045143,12043
0671000314,12044
0517703963,12047
087113795X,12053
0446522597,12054
0375507876,12055
0671745069,12061
0380710811,12062
0066209773,12064
1558746226,12066
0375502912,12068
0811808424,12071
0375506276,12072
0440234700,12077
0886776686,12081
0743237196,12084
0515136565,12085
0684803968,12087
0553582364,12088
0446611476,12089
0553284363,12090
0515117420,12092
0515132489,12094
0515103977,12095
0515111139,12098
0451200152,12101
0743411331,12112
044100914X,12113
0451451430,12117
0345440781,12121
0743431014,12122
051770739X,12124
0451203771,12128
0515124893,12129
0671528203,12130
0812540336,12133
0061012165,12134
0553210793,12138
0385488181,12140
0786867647,12150
0515133973,12152
0425097722,12157
067189109X,12158
067162461X,12159
0440229499,12161
0671702513,12163
0449911594,12166
0312287712,12170
0151002290,12182
0806994754,12190
0140126562,12195
0385333412,12214
1853261912,12215
0060084405,12216
0345445848,12220
0375504036,12221
0375724850,12223
1552781542,12224
0140430016,12225
0099740516,12233
0689824750,12238
0804108897,12242
0553246895,12245
0385316577,12248
0060012331,12250
0385501560,12251
0446525774,12261
006440630X,12272
0553565060,12278
0345430573,12287
0743203232,12291
0812574923,12294
0671507036,12298
0821776037,12300
0345430808,12306
0140242058,12307
0142001821,12308
0806511532,12309
0380719185,12311
0452281903,12312
0385316917,12317
0385335431,12318
0345435648,12319
0385333463,12320
0440205573,12321
0440221501,12322
0385313012,12323
0385333064,12324
0440201926,12326
0440176484,12329
0553576143,12332
0446612731,12333
0670894184,12350
0061092037,12355
0486270629,12361
0440236053,12366
0066621054,12374
0345426800,12381
0440216818,12382
0446526126,12384
0385319568,12387
0062515845,12388
0679454497,12390
0505525178,12393
0553575414,12397
0441008658,12399
0345368991,12400
038542017X,12402
0515135305,12406
0380807947,12421
0380005255,12422
038079828X,12423
0671010085,12429
0671010093,12430
0345457641,12433
078686219X,12444
0515111317,12449
0446356611,12452
0446350109,12453
0449216527,12455
0553574574,12465
0812534832,12466
0671698850,12468
0140434895,12471
0060194790,12474
0452280397,12475
0886775167,12477
0812521145,12478
0140265988,12483
207038165X,12487
0465026567,12489
0140390448,12497
0345391373,12516
0679419616,12520
3499101505,12528
0375724443,12537
0140282777,12538
034541005X,12539
059045370X,12554
0590477382,12556
0590466186,12557
0006742939,12566
0688163165,12568
0064400204,12569
0060557540,12570
0525947671,12571
0804113475,12574
0440147956,12578
0375415351,12579
0763616052,12580
0380432811,12581
0440212359,12582
0671009443,12591
0060529148,12594
006104444X,12595
0836226844,12598
0515113328,12599
0345368436,12600
0515093203,12601
0446525731,12602
0515107867,12604
0684813637,12608
0515132268,12614
0451205685,12617
0451190572,12618
8845205118,12620
0525940413,12622
0441646611,12638
0441516645,12639
0671601075,12640
0671532642,12642
0449206440,12653
0515109509,12656
0446355569,12657
0679437851,12664
0446522252,12666
0449225046,12678
0553273817,12688
0836217241,12691
0449208281,12695
0446672351,12701
0425158497,12702
0099272687,12705
0345338588,12712
0345318854,12713
0061097101,12715
2266104535,12723
0345380975,12730
055327449X,12732
0425093328,12733
0312979533,12734
1569470154,12735
0679879269,12738
0679879250,12739
0060951303,12740
0393310396,12744
0451159497,12746
0425155404,12748
0140231900,12751
0451458222,12759
0618002243,12762
0618002235,12763
0618002227,12764
0452262933,12766
0679740678,12769
0060294884,12773
006447108X,12778
0451409973,12779
067187098X,12796
0380844001,12799
0140620753,12800
0689714335,12801
0064401103,12805
0064400980,12806
0786889322,12827
1400030382,12836
3379015180,12842
0451078721,12843
0375411070,12846
0440343690,12858
1853260231,12861
0553256653,12866
0802135226,12869
0375712925,12886
0446678457,12888
0345410998,12889
0399149155,12890
0440178002,12893
1573220167,12897
0060976241,12901
0767905202,12902
3442727952,12905
0618131736,12919
0688170528,12921
0743225082,12922
0425184943,12924
067086014X,12926
0312977409,12931
0380761327,12939
055358183X,12940
0671867164,12943
0394589955,12950
0060740450,12953
0836220498,12955
1551660717,12977
0451199685,12978
0679441018,12985
0345377648,12986
0679723005,12993
0345310020,13003
0064403688,13006
0064472795,13007
0140434941,13011
0689835337,13014
0374480095,13015
0553210351,13022
0671528165,13025
3596237874,13030
0140361219,13038
0553269631,13039
0553272543,13040
0671887173,13041
0915811006,13047
0786880708,13052
0849916836,13061
3499121581,13064
3453210719,13065
0380728249,13068
0380792648,13069
0451171128,13073
0140620850,13075
0871138018,13084
0812550293,13093
0679751319,13094
0553277537,13096
0449910237,13106
0380726238,13123
0399148701,13128
0399131493,13129
0679736395,13133
0394726251,13139
0834800799,13142
0837850681,13143
0425150143,13150
0743234693,13156
019281513X,13157
0061096113,13168
0812575970,13169
0805029648,13175
0345409973,13178
0671743074,13179
0345413865,13180
0446609404,13183
0671785214,13186
0449203794,13189
0374522928,13190
1573221937,13192
0441002935,13193
0441000916,13194
0140043128,13198
0060557257,13201
0373835876,13203
037383599X,13204
0380805685,13207
0380812010,13208
0312983301,13209
0440236606,13211
0553586203,13214
0373790473,13215
0373790481,13216
0373483694,13217
1551669374,13218
0553583913,13227
1551669234,13228
0804119538,13229
0440225299,13230
0553295101,13232
0886778581,13235
0439130204,13248
0590957678,13262
0439062802,13266
0440219779,13271
038072913X,13272
0671642561,13283
0671695126,13284
0671443283,13285
0425144372,13288
055323336X,13292
0060256656,13301
0349111863,13310
044024126X,13313
0671729403,13318
0671729438,13319
0380718758,13323
067172939X,13324
0671729446,13325
0028604199,13336
0671526022,13341
0451182006,13361
0425186709,13362
0671026682,13363
0399151613,13365
0330314971,13366
0679729798,13371
0843949090,13382
0684834731,13398
0140167153,13432
0743204832,13435
0553561723,13440
0451204158,13443
0345373707,13447
0440180090,13449
0670839531,13450
0446358584,13451
0374121230,13452
0671014218,13453
0553578529,13457
0316693707,13461
0380013207,13465
0515123447,13469
0441010512,13470
0887308589,13471
0374189870,13479
0385503954,13494
0375502947,13495
0375718990,13501
088730866X,13504
0060008865,13508
0385507607,13515
0743206061,13516
0553802453,13518
0399148469,13520
089296765X,13521
0553802461,13522
0440224071,13523
0440174643,13525
0449221393,13526
0449147282,13530
0553275100,13535
0671660632,13537
0345323750,13540
0345346904,13548
0099769913,13602
0345391837,13635
0571081789,13642
0310209307,13645
0060177888,13646
0440214114,13647
0671016652,13648
0312099436,13654
0446357421,13658
0399141065,13666
0553212478,13673
0842329242,13679
0553106333,13680
0395683297,13681
0425168298,13684
1566193087,13685
0553213423,13686
0345433165,13688
067084943X,13693
0486264661,13698
048627053X,13702
0064472531,13703
0316898163,13712
0937611018,13713
0140003185,13720
0385285965,13725
0140017917,13726
0345367693,13733
0345373529,13734
0446357448,13744
0060510323,13750
0671689746,13753
0380790904,13761
0439104645,13764
0553574566,13779
0553347756,13783
1551664348,13789
0061099732,13790
3518366823,13797
0515110396,13804
0385335555,13805
0385729332,13809
0385333005,13811
0671517635,13812
0505525542,13827
0061099155,13829
0886778913,13832
0345315715,13873
1551667010,13876
0425168220,13877
0440220793,13878
0425146413,13880
0880385480,13886
0380793342,13887
0515094773,13892
0486275574,13903
0349107688,13905
0671027514,13920
0451404327,13921
0345333926,13924
0446603503,13925
0440225825,13928
0425191729,13929
0312977026,13943
0465005594,13946
044022330X,13947
0609800140,13950
1551668076,13963
0670892084,13964
0394740181,13969
0812589505,13970
077109969X,13972
039304632X,13973
0679731725,13978
0886776287,13979
0064402754,13984
0451210638,13987
0440173701,13999
0399151060,14003
0842384065,14006
0842332340,14007
0446600768,14011
074341134X,14013
0671525751,14022
015100692X,14026
0802713432,14031
155166884X,14033
0743446496,14038
0805056637,14041
0064407691,14042
0385314698,14043
0553110004,14045
0671004239,14066
0786866020,14073
0399146725,14074
0449006565,14075
0345440048,14076
0553580337,14078
0425153088,14079
0425166139,14080
0345376579,14082
0451458540,14083
0441007511,14084
8420483532,14091
0679457526,14111
037550298X,14112
006103066X,14117
0446610550,14118
0399150412,14119
0440207770,14120
0440228352,14126
0571206484,14131
0316769509,14133
0451150716,14135
0380704161,14136
0061059056,14142
037541178X,14149
039914675X,14150
0671007610,14155
0671534718,14156
0440904196,14157
0553273299,14159
0671741187,14160
0590568795,14161
0590568744,14163
0590483471,14164
0590483455,14165
059048351X,14167
0590568752,14168
0590483552,14169
0590494503,14171
0590483501,14172
0345453409,14180
0440235154,14187
0964631601,14188
0743424107,14194
0312984839,14196
0446353957,14197
0373835922,14198
0449003302,14199
0399140751,14201
0671722131,14203
0312993536,14206
0743411323,14217
0449911780,14229
0345353617,14234
0553561111,14236
0446601853,14238
0060195460,14244
0380727293,14246
0449235998,14259
0312872836,14263
0140074317,14279
0451198808,14296
0446603422,14297
0876853904,14302
0553100017,14303
0684195984,14305
0399141464,14306
0684195305,14307
0786866195,14309
0425177068,14311
0886773849,14321
0765305224,14326
0765300265,14328
0553575635,14334
0812575237,14338
0553110845,14341
0345437829,14349
0743245520,14357
0449209733,14359
0452274427,14367
0836220870,14368
0425194515,14374
0060198303,14376
0393951693,14379
0345466632,14385
0060973323,14388
0553572202,14393
0399144714,14396
0553565699,14407
0440343194,14416
067082982X,14421
0440226457,14424
0451204301,14426
0842329269,14427
0151962960,14438
0312961006,14443
0446523089,14447
0688167810,14449
0373484895,14451
0451524497,14452
0393322157,14459
0060005424,14460
0449205878,14462
0552996181,14464
0451211561,14465
0380729407,14468
0486278042,14471
0399135790,14491
0312265859,14494
0307336565,14536
0805061835,14539
0425165701,14540
2226135022,14552
2742743537,14579
0399148779,14580
0452281725,14582
0553211161,14593
0812532597,14595
0345339967,14597
0525945768,14606
